GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022400534,436,1629628,RJ Barrett,1610612761,Toronto Raptors,3,5,2,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,455,1642347,Jamal Shead,1610612761,Toronto Raptors,3,4,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,50,147,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,467,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,3,33,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,7,94,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,471,1642347,Jamal Shead,1610612761,Toronto Raptors,3,3,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,6,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,478,1642347,Jamal Shead,1610612761,Toronto Raptors,3,2,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,489,1628971,Bruce Brown,1610612761,Toronto Raptors,3,1,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,96,255,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,497,1630193,Immanuel Quickley,1610612761,Toronto Raptors,3,1,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,81,88,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,503,1630193,Immanuel Quickley,1610612761,Toronto Raptors,3,0,26,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,57,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,513,1628971,Bruce Brown,1610612761,Toronto Raptors,3,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,522,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-107,80,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,524,203482,Kelly Olynyk,1610612761,Toronto Raptors,4,11,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,9,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,529,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,55,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-43,50,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,552,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,10,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,173,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,554,203482,Kelly Olynyk,1610612761,Toronto Raptors,4,10,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,564,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,9,12,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,31,43,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,569,203482,Kelly Olynyk,1610612761,Toronto Raptors,4,8,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,39,279,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,586,1628971,Bruce Brown,1610612761,Toronto Raptors,4,7,59,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-55,38,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,589,1641711,Gradey Dick,1610612761,Toronto Raptors,4,7,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,52,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,591,1629628,RJ Barrett,1610612761,Toronto Raptors,4,7,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-36,243,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,593,1628971,Bruce Brown,1610612761,Toronto Raptors,4,7,15,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,2,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,595,1641711,Gradey Dick,1610612761,Toronto Raptors,4,7,11,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,599,1628971,Bruce Brown,1610612761,Toronto Raptors,4,7,0,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-10,30,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,621,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,5,44,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-180,171,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,625,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,5,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-156,-10,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,627,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,4,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-109,115,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,649,1641711,Gradey Dick,1610612761,Toronto Raptors,4,3,27,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,19,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,656,1641711,Gradey Dick,1610612761,Toronto Raptors,4,2,51,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,66,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,668,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,1,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,9,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,686,1630193,Immanuel Quickley,1610612761,Toronto Raptors,4,0,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-36,93,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,704,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,0,37,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-1,1,1,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400534,711,1629628,RJ Barrett,1610612761,Toronto Raptors,4,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-221,121,1,0,20250111,DET,TOR,2024-25
Shot Chart Detail,0022400550,9,1629628,RJ Barrett,1610612761,Toronto Raptors,1,11,24,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,14,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,16,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,10,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-135,14,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,18,1641711,Gradey Dick,1610612761,Toronto Raptors,1,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,234,100,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,22,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,9,37,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,69,269,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,28,1641711,Gradey Dick,1610612761,Toronto Raptors,1,8,58,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,10,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,30,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,8,55,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,43,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,8,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,21,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,53,1641711,Gradey Dick,1610612761,Toronto Raptors,1,7,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,10,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,58,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,55,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-2,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,62,1630558,Davion Mitchell,1610612761,Toronto Raptors,1,6,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,40,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,64,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,6,9,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,55,78,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,84,203482,Kelly Olynyk,1610612761,Toronto Raptors,1,4,52,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,113,62,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,91,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,4,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,210,136,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,94,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,3,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-22,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,103,1641711,Gradey Dick,1610612761,Toronto Raptors,1,3,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,148,50,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,120,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,2,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-10,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,128,1642347,Jamal Shead,1610612761,Toronto Raptors,1,1,57,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,178,173,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,132,1642347,Jamal Shead,1610612761,Toronto Raptors,1,1,36,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,223,119,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,141,1628971,Bruce Brown,1610612761,Toronto Raptors,1,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-102,236,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,159,1630567,Scottie Barnes,1610612761,Toronto Raptors,1,0,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,30,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,173,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,11,47,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,63,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,178,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,11,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,6,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,181,1642347,Jamal Shead,1610612761,Toronto Raptors,2,11,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,220,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,184,1629628,RJ Barrett,1610612761,Toronto Raptors,2,10,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-39,61,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,188,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,-2,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,192,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,10,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,38,100,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,195,1642347,Jamal Shead,1610612761,Toronto Raptors,2,9,48,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,114,56,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,197,1629628,RJ Barrett,1610612761,Toronto Raptors,2,9,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,47,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,201,1629628,RJ Barrett,1610612761,Toronto Raptors,2,9,13,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,4,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,216,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,31,326,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,220,1642347,Jamal Shead,1610612761,Toronto Raptors,2,8,7,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,147,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,224,1629628,RJ Barrett,1610612761,Toronto Raptors,2,7,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,195,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,245,203482,Kelly Olynyk,1610612761,Toronto Raptors,2,6,59,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,22,106,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,251,1630558,Davion Mitchell,1610612761,Toronto Raptors,2,6,3,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,48,52,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,255,1641711,Gradey Dick,1610612761,Toronto Raptors,2,5,51,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,179,210,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,261,1641711,Gradey Dick,1610612761,Toronto Raptors,2,5,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,50,62,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,276,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,4,27,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,9,88,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,280,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,3,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,4,124,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,283,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,3,15,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,110,69,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,287,1641711,Gradey Dick,1610612761,Toronto Raptors,2,2,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,220,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,291,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,2,17,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-21,96,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,293,1630558,Davion Mitchell,1610612761,Toronto Raptors,2,2,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-12,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,303,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-130,218,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,306,1630567,Scottie Barnes,1610612761,Toronto Raptors,2,1,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,8,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,309,1641711,Gradey Dick,1610612761,Toronto Raptors,2,1,15,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,180,195,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,314,1641711,Gradey Dick,1610612761,Toronto Raptors,2,0,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,209,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,316,1641711,Gradey Dick,1610612761,Toronto Raptors,2,0,42,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-54,106,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,335,1630534,Ochai Agbaji,1610612761,Toronto Raptors,2,0,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,37,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,356,1629628,RJ Barrett,1610612761,Toronto Raptors,3,11,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,16,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,367,1629628,RJ Barrett,1610612761,Toronto Raptors,3,10,14,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,43,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,374,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,9,38,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-50,49,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,381,1629628,RJ Barrett,1610612761,Toronto Raptors,3,9,18,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,20,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,395,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,8,9,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,398,1629628,RJ Barrett,1610612761,Toronto Raptors,3,7,26,Missed Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,64,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,400,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,7,22,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,12,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,415,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,6,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,426,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,5,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,447,1629628,RJ Barrett,1610612761,Toronto Raptors,3,4,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,2,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,454,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,3,52,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-9,67,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,458,1629628,RJ Barrett,1610612761,Toronto Raptors,3,3,38,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,29,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,466,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,3,5,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,26,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,470,1629628,RJ Barrett,1610612761,Toronto Raptors,3,2,47,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,5,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,472,1630534,Ochai Agbaji,1610612761,Toronto Raptors,3,2,46,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,488,1628449,Chris Boucher,1610612761,Toronto Raptors,3,2,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,11,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,494,1628971,Bruce Brown,1610612761,Toronto Raptors,3,1,36,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-21,64,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,498,1630567,Scottie Barnes,1610612761,Toronto Raptors,3,0,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,28,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,535,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,11,18,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-36,101,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,542,1630567,Scottie Barnes,1610612761,Toronto Raptors,4,10,34,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,110,74,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,549,1628449,Chris Boucher,1610612761,Toronto Raptors,4,10,2,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,12,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,560,1628449,Chris Boucher,1610612761,Toronto Raptors,4,9,9,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,42,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,568,1628449,Chris Boucher,1610612761,Toronto Raptors,4,8,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,223,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,575,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,7,56,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,64,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,591,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,6,42,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-1,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,600,1628449,Chris Boucher,1610612761,Toronto Raptors,4,5,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,604,1642347,Jamal Shead,1610612761,Toronto Raptors,4,5,31,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,53,1,0,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,606,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,5,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250113,TOR,GSW,2024-25
Shot Chart Detail,0022400550,613,1629628,RJ Barrett,1610612761,Toronto Raptors,4,4,41,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-53,46,1,1,20250113,TOR,GSW,2024-25
