Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2016-17,16,,Nelson Nogier,MTB,20,D,60,2,11,13,35,-5.0,0,0,0,0.033,0.183,0.217,87.0,2.3%
2016-17,17,,Ryan Olsen,MTB,22,F,56,7,4,11,54,-9.0,0,0,2,0.125,0.071,0.196,67.0,10.5%
2016-17,18,,Brandon Tanev,MTB,25,F,23,2,7,9,13,-1.0,2,0,0,0.087,0.304,0.391,49.0,4.1%
2016-17,19,,Julian Melchiori,MTB,25,D,40,2,6,8,18,8.0,0,0,0,0.05,0.15,0.2,89.0,2.3%
2016-17,20,,Jan Kostalek,MTB,21,D,60,2,5,7,20,-4.0,0,0,0,0.033,0.083,0.117,71.0,2.8%
2016-17,21,,Francis Beauvillier,MTB,23,F,9,4,1,5,13,3.0,1,0,0,0.444,0.111,0.556,11.0,36.4%
2016-17,22,,Nic Petan,MTB,21,F,9,4,1,5,4,4.0,2,0,2,0.444,0.111,0.556,20.0,20.0%
2016-17,23,,Andrew Copp,MTB,22,F,8,0,5,5,4,-1.0,0,0,0,0.0,0.625,0.625,13.0,0.0%
2016-17,24,,Darren Kramer,MTB,25,F,42,3,1,4,89,-9.0,0,0,0,0.071,0.024,0.095,35.0,8.6%
2016-17,25,,Jansen Harkins,MTB,19,F,4,2,2,4,4,3.0,0,0,0,0.5,0.5,1.0,6.0,33.3%
2016-17,26,,Darcy Murphy,MTB,24,F,8,1,1,2,4,-3.0,0,0,0,0.125,0.125,0.25,12.0,8.3%
2016-17,27,,Marko Dano,MTB,22,F,6,0,2,2,4,-6.0,0,0,0,0.0,0.333,0.333,12.0,0.0%
2016-17,28,,Jake Kulevich,MTB,23,D,11,0,2,2,4,-2.0,0,0,0,0.0,0.182,0.182,6.0,0.0%
2016-17,29,,Anthony Peluso,MTB,27,F,22,0,2,2,6,2.0,0,0,0,0.0,0.091,0.091,26.0,0.0%
2016-17,30,,Nolan Zajac,MTB,24,D,1,1,0,1,0,2.0,0,0,0,1.0,0.0,1.0,1.0,100.0%
2016-17,31,,Danick Gauthier,MTB,25,F,2,1,0,1,2,-1.0,1,0,0,0.5,0.0,0.5,3.0,33.3%
2016-17,32,,Rob Flick,MTB,25,F,5,1,0,1,7,-1.0,0,0,0,0.2,0.0,0.2,6.0,16.7%
2016-17,33,,Elgin Pearce,MTB,24,F,3,0,1,1,0,1.0,0,0,0,0.0,0.333,0.333,2.0,0.0%
2016-17,34,,Michael Spacek,MTB,19,F,4,0,1,1,8,-1.0,0,0,0,0.0,0.25,0.25,5.0,0.0%
2016-17,35,,Luke Green,MTB,18,D,4,0,1,1,0,1.0,0,0,0,0.0,0.25,0.25,0.0,0.00%
2016-17,36,,Jake Baker,MTB,25,D,15,0,1,1,30,4.0,0,0,0,0.0,0.067,0.067,11.0,0.0%
2016-17,37,,Kale Kessy,MTB,24,F,16,0,1,1,16,-2.0,0,0,0,0.0,0.063,0.063,5.0,0.0%
2016-17,38,,Eric Comrie,MTB,21,G,51,0,1,1,0,,0,0,0,0.0,0.02,0.02,,
2016-17,39,,Jiri Fronk,MTB,22,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2016-17,40,,Adam Pleskach,MTB,28,F,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2016-17,41,,Bryan Moore,MTB,22,F,2,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2016-17,42,,Phil Brewer,MTB,26,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2016-17,43,,Tim Daly,MTB,24,D,2,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2016-17,44,,Jordan Hill,MTB,27,D,6,0,0,0,0,-2.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2016-17,45,,Jamie Phillips,MTB,23,G,11,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2016-17,46,,Ondrej Pavelec,MTB,29,G,18,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
