Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2010-11,24,,Jeff Tambellini,MTB,26,F,7,5,2,7,0,4.0,2,0,1,0.714,0.286,1.0,29.0,17.2%
2010-11,25,,Josh Aspenlind,MTB,24,F,22,0,5,5,26,0.0,0,0,0,0.0,0.227,0.227,11.0,0.0%
2010-11,26,,Tom Maxwell,MTB,25,F,39,4,0,4,60,-12.0,1,0,0,0.103,0.0,0.103,25.0,16.0%
2010-11,27,,Ryan Cruthers,MTB,26,F,12,3,1,4,11,-1.0,0,0,0,0.25,0.083,0.333,10.0,30.0%
2010-11,28,,Stefan Schneider,MTB,21,F,47,2,2,4,9,-2.0,0,0,0,0.043,0.043,0.085,32.0,6.3%
2010-11,29,,Keith Seabrook,MTB,22,D,15,1,2,3,8,-2.0,0,0,0,0.067,0.133,0.2,31.0,3.2%
2010-11,30,,Sami Salo,MTB,36,D,3,2,0,2,2,-2.0,1,0,1,0.667,0.0,0.667,4.0,50.0%
2010-11,31,,Jason Jaffray,MTB,29,F,6,1,1,2,2,-1.0,1,0,0,0.167,0.167,0.333,10.0,10.0%
2010-11,32,,Ryan McGinnis,MTB,23,D,19,1,1,2,14,4.0,1,0,0,0.053,0.053,0.105,34.0,2.9%
2010-11,33,,Ryan Parent,MTB,23,D,39,1,1,2,56,0.0,0,0,0,0.026,0.026,0.051,23.0,4.4%
2010-11,34,,Andy Brandt,MTB,27,F,5,0,2,2,0,1.0,0,0,0,0.0,0.4,0.4,1.0,0.0%
2010-11,35,,Rick Rypien,MTB,26,F,11,0,2,2,9,-4.0,0,0,0,0.0,0.182,0.182,17.0,0.0%
2010-11,36,,Eddie Läck,MTB,22,G,53,0,2,2,4,,0,0,0,0.0,0.038,0.038,,
2010-11,37,,Dusty Collins,MTB,25,F,3,1,0,1,12,1.0,0,0,0,0.333,0.0,0.333,3.0,33.3%
2010-11,38,,Jason Pitton,MTB,24,F,1,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2010-11,39,,Kyle Bushee,MTB,25,D,2,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2010-11,40,,Francis Lemieux,MTB,26,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2010-11,41,,Geoff Waugh,MTB,27,D,2,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2010-11,42,,Tyler Weiman,MTB,26,G,29,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
