Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2006-07,18,,Joe Rullier,MTB,26,D,24,2,6,8,62,1.0,2,0,0,0.083,0.25,0.333,37.0,5.4%
2006-07,19,,Rick Rypien,MTB,22,F,14,3,3,6,35,-4.0,0,0,0,0.214,0.214,0.429,20.0,15.0%
2006-07,20,,Shaun Heshka,MTB,21,D,57,2,4,6,14,1.0,1,0,0,0.035,0.07,0.105,36.0,5.6%
2006-07,21,,Milan Gajic,MTB,25,F,6,2,3,5,0,1.0,1,0,1,0.333,0.5,0.833,9.0,22.2%
2006-07,22,,Marc Chouinard,MTB,29,F,13,3,1,4,5,1.0,1,0,0,0.231,0.077,0.308,15.0,20.0%
2006-07,23,,Mason Raymond,MTB,21,F,11,2,2,4,6,2.0,0,0,1,0.182,0.182,0.364,25.0,8.0%
2006-07,24,,Adam Keefe,MTB,22,F,22,2,2,4,91,1.0,0,0,1,0.091,0.091,0.182,14.0,14.3%
2006-07,25,,Tyler Bouck,MTB,26,F,24,1,3,4,36,-7.0,0,1,0,0.042,0.125,0.167,33.0,3.0%
2006-07,26,,Mike Brown,MTB,21,F,62,3,0,3,194,-2.0,0,0,0,0.048,0.0,0.048,73.0,4.1%
2006-07,27,,Nathan McIver,MTB,21,D,63,1,2,3,139,-1.0,1,0,0,0.016,0.032,0.048,34.0,2.9%
2006-07,28,,Tommi Santala,MTB,27,F,6,0,3,3,8,0.0,0,0,0,0.0,0.5,0.5,9.0,0.0%
2006-07,29,,Wade Flaherty,MTB,38,G,32,0,3,3,6,,0,0,0,0.0,0.094,0.094,,
2006-07,30,,Michael Grabner,MTB,19,F,2,1,1,2,0,2.0,0,0,0,0.5,0.5,1.0,3.0,33.3%
2006-07,31,,Marc-Andre Bernier,MTB,21,F,23,1,1,2,16,-6.0,0,0,1,0.043,0.043,0.087,23.0,4.4%
2006-07,32,,Jean-Francois David,MTB,24,D,1,0,1,1,2,0.0,0,0,0,0.0,1.0,1.0,1.0,0.0%
2006-07,33,,Patrick Yetman,MTB,26,F,4,0,1,1,0,-2.0,0,0,0,0.0,0.25,0.25,2.0,0.0%
2006-07,34,,Reagan Rome,MTB,25,D,7,0,1,1,2,-3.0,0,0,0,0.0,0.143,0.143,4.0,0.0%
2006-07,35,,Daniel Rahimi,MTB,19,D,1,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2006-07,36,,Jamie Tardif,MTB,21,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2006-07,37,,Phil Cole,MTB,24,D,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2006-07,38,,Dany Sabourin,MTB,26,G,2,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2006-07,39,,Nick Kuiper,MTB,24,D,2,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2006-07,40,,Dov Grumet-Morris,MTB,24,G,4,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2006-07,41,,Tyler Beechey,MTB,25,F,5,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,5.0,0.0%
2006-07,42,,Matt Craig,MTB,24,F,5,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2006-07,43,,Brendan Brooks,MTB,28,F,7,0,0,0,0,-3.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2006-07,44,,Julien Ellis,MTB,20,G,8,0,0,0,5,,0,0,0,0.0,0.0,0.0,,
2006-07,45,,Drew MacIntyre,MTB,23,G,41,0,0,0,6,,0,0,0,0.0,0.0,0.0,,
