Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2005-06,19,,Maxime Fortunus,MTB,22,D,76,3,10,13,36,6.0,2,0,0,0.039,0.132,0.171,58.0,5.2%
2005-06,20,,Brandon Nolan,MTB,22,F,18,3,8,11,10,1.0,0,0,0,0.167,0.444,0.611,25.0,12.0%
2005-06,21,,Alexandre Bolduc,MTB,20,F,29,3,7,10,35,1.0,1,0,0,0.103,0.241,0.345,56.0,5.4%
2005-06,22,,Nathan Smith,MTB,23,F,20,5,4,9,57,-4.0,3,1,0,0.25,0.2,0.45,37.0,13.5%
2005-06,23,,James DeMone,MTB,23,D,55,1,8,9,121,-6.0,0,0,0,0.018,0.145,0.164,34.0,2.9%
2005-06,24,,Nathan McIver,MTB,20,D,66,1,6,7,155,18.0,0,0,0,0.015,0.091,0.106,28.0,3.6%
2005-06,25,,Adam Keefe,MTB,21,F,31,3,2,5,158,1.0,0,0,0,0.097,0.065,0.161,20.0,15.0%
2005-06,26,,Jason Doig,MTB,28,D,18,0,4,4,24,1.0,0,0,0,0.0,0.222,0.222,17.0,0.0%
2005-06,27,,Wade Flaherty,MTB,37,G,49,0,3,3,6,,0,0,0,0.0,0.061,0.061,,
2005-06,28,,Matt Craig,MTB,23,F,6,1,1,2,2,-1.0,1,0,0,0.167,0.167,0.333,11.0,9.1%
2005-06,29,,Scott Kelman,MTB,24,F,3,0,2,2,2,-1.0,0,0,0,0.0,0.667,0.667,3.0,0.0%
2005-06,30,,Robert Gherson,MTB,22,G,1,0,1,1,2,,0,0,0,0.0,1.0,1.0,,
2005-06,31,,Matt Kelly,MTB,20,D,3,0,1,1,0,0.0,0,0,0,0.0,0.333,0.333,1.0,0.0%
2005-06,32,,Gustav Engman,MTB,20,D,5,0,1,1,4,2.0,0,0,0,0.0,0.2,0.2,3.0,0.0%
2005-06,33,,Robert McVicar,MTB,23,G,6,0,1,1,2,,0,0,0,0.0,0.167,0.167,,
2005-06,34,,Tyler Bouck,MTB,25,F,8,0,1,1,8,0.0,0,0,0,0.0,0.125,0.125,10.0,0.0%
2005-06,35,,Sebastien Centomo,MTB,24,G,12,0,1,1,0,,0,0,0,0.0,0.083,0.083,,
2005-06,36,,Nathan Lutz,MTB,27,D,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2005-06,37,,Christian Chartier,MTB,25,D,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2005-06,38,,Jeff Smith,MTB,24,F,1,0,0,0,12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2005-06,39,,Kelly Czuy,MTB,22,F,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2005-06,40,,Brett Lysak,MTB,25,F,4,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2005-06,41,,Tyler Sloan,MTB,24,D,4,0,0,0,0,-5.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2005-06,42,,Yuri Moscevsky,MTB,27,F,12,0,0,0,76,-4.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2005-06,43,,Maxime Ouellet,MTB,24,G,16,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2005-06,44,,Marc-Andre Bernier,MTB,20,F,16,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,11.0,0.0%
