Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2015-16,16,,Thomas Raffl,MTB,29,F,31,5,5,10,42,-6.0,1,1,,0.161,0.161,0.323,57.0,8.8%
2015-16,17,,Jan Kostalek,MTB,20,D,52,1,8,9,20,-12.0,0,0,,0.019,0.154,0.173,59.0,1.7%
2015-16,18,,Jiri Fronk,MTB,21,F,33,6,2,8,8,1.0,0,0,,0.182,0.061,0.242,42.0,14.3%
2015-16,19,,Joel Armia,MTB,22,F,18,3,5,8,16,3.0,2,0,,0.167,0.278,0.444,31.0,9.7%
2015-16,20,,Julian Melchiori,MTB,24,D,62,3,4,7,46,-17.0,0,1,,0.048,0.065,0.113,71.0,4.2%
2015-16,21,,Peter Stoykewych,MTB,23,D,47,0,7,7,38,-6.0,0,0,,0.0,0.149,0.149,47.0,0.0%
2015-16,22,,Jimmy Lodge,MTB,20,F,44,3,3,6,10,-12.0,1,0,,0.068,0.068,0.136,30.0,10.0%
2015-16,23,,Jay Harrison,MTB,33,D,18,3,2,5,17,-6.0,0,0,,0.167,0.111,0.278,32.0,9.4%
2015-16,24,,Sean Escobedo,MTB,25,D,10,1,4,5,9,1.0,0,0,,0.1,0.4,0.5,8.0,12.5%
2015-16,25,,Axel Blomqvist,MTB,20,F,33,1,4,5,8,-3.0,0,0,,0.03,0.121,0.152,20.0,5.0%
2015-16,26,,Brandon Denham,MTB,23,F,9,1,3,4,2,3.0,1,0,,0.111,0.333,0.444,13.0,7.7%
2015-16,27,,Adam Lowry,MTB,22,F,4,0,4,4,2,-2.0,0,0,,0.0,1.0,1.0,11.0,0.0%
2015-16,28,,Aaron Harstad,MTB,23,D,26,0,4,4,28,-1.0,0,0,,0.0,0.154,0.154,11.0,0.0%
2015-16,29,,Brendan Lemieux,MTB,19,F,5,2,1,3,6,1.0,2,0,,0.4,0.2,0.6,15.0,13.3%
2015-16,30,,Jansen Harkins,MTB,18,F,6,1,2,3,2,1.0,0,0,,0.167,0.333,0.5,7.0,14.3%
2015-16,31,,Paul Postma,MTB,26,D,7,1,2,3,2,-5.0,1,0,,0.143,0.286,0.429,16.0,6.3%
2015-16,32,,Darik Angeli,MTB,25,F,10,1,2,3,2,-1.0,0,0,,0.1,0.2,0.3,13.0,7.7%
2015-16,33,,Ben Walker,MTB,22,F,16,1,2,3,8,-5.0,0,0,,0.063,0.125,0.188,20.0,5.0%
2015-16,34,,Jake Baker,MTB,24,D,9,1,1,2,29,-2.0,1,0,,0.111,0.111,0.222,12.0,8.3%
2015-16,35,,Brant Harris,MTB,26,F,11,0,1,1,0,-3.0,0,0,,0.0,0.091,0.091,22.0,0.0%
2015-16,36,,Kelly Zajac,MTB,27,F,14,0,1,1,2,-2.0,0,0,,0.0,0.071,0.071,6.0,0.0%
2015-16,37,,Jordon Southorn,MTB,25,D,2,0,0,0,2,0.0,0,0,,0.0,0.0,0.0,2.0,0.0%
2015-16,38,,Justin Breton,MTB,26,F,2,0,0,0,0,-1.0,0,0,,0.0,0.0,0.0,2.0,0.0%
2015-16,39,,Tyson Wilson,MTB,24,D,3,0,0,0,0,-3.0,0,0,,0.0,0.0,0.0,5.0,0.0%
2015-16,40,,Kevin Lynch,MTB,24,F,5,0,0,0,2,-1.0,0,0,,0.0,0.0,0.0,2.0,0.0%
2015-16,41,,Juho Olkinuora,MTB,25,G,6,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,,
2015-16,42,,Jon Jutzi,MTB,24,D,6,0,0,0,2,-2.0,0,0,,0.0,0.0,0.0,4.0,0.0%
2015-16,43,,Jordan Hill,MTB,26,D,8,0,0,0,6,-1.0,0,0,,0.0,0.0,0.0,5.0,0.0%
2015-16,44,,Brennan Serville,MTB,22,D,15,0,0,0,10,-6.0,0,0,,0.0,0.0,0.0,10.0,0.0%
2015-16,45,,Connor Hellebuyck,MTB,22,G,30,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,,
2015-16,46,,Eric Comrie,MTB,20,G,46,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,,
