Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Sophia Young-Malcolm,F,34,24.2,8.2,3.4,7.2,46.9,0.0,0.1,0.0,1.4,2.1,65.8,4.6,1.5,1.1,0.2,0.8,2014
Tanisha Wright,G,29,25.5,8.0,2.8,6.6,41.7,0.2,0.6,27.8,2.3,2.9,79.5,2.3,3.6,0.9,0.1,2.1,2014
Janel McCarville,C,34,27.1,7.9,3.1,6.9,45.7,0.2,0.7,33.3,1.4,1.9,73.8,4.8,3.1,1.2,0.9,1.7,2014
Jamierra Faulkner,G,34,20.4,7.9,2.8,7.8,36.2,0.4,1.4,26.5,1.8,2.2,83.8,2.0,3.5,1.0,0.2,2.4,2014
Anna Cruz,G,34,27.1,7.7,3.2,6.9,46.2,0.5,1.4,34.7,0.8,1.1,69.2,3.5,3.6,1.3,0.3,2.1,2014
Plenette Pierson,F,33,17.4,7.2,2.4,5.3,45.5,0.0,0.1,0.0,2.4,2.8,85.9,3.1,1.2,0.4,0.1,1.4,2014
Shekinna Stricklen,F,33,17.5,7.2,2.6,6.1,43.0,1.4,3.7,38.5,0.6,0.8,73.1,2.1,0.7,0.6,0.1,0.8,2014
Kara Lawson,G,28,21.8,7.0,2.5,6.5,37.9,1.0,3.1,33.7,1.0,1.1,93.5,2.9,2.5,0.3,0.0,1.3,2014
Natasha Howard,F,34,16.9,7.0,2.9,6.5,44.3,0.0,0.0,0.0,1.2,2.0,59.4,3.1,0.6,0.8,0.7,1.5,2014
Karima Christmas-Kelly,F,34,21.6,6.9,2.0,5.9,34.3,0.8,2.1,38.6,2.1,2.8,75.5,3.6,0.9,0.9,0.3,0.7,2014
Renee Montgomery,G,33,16.2,6.7,2.4,6.3,37.3,1.1,3.2,33.0,0.9,1.2,77.5,0.8,2.4,0.6,0.1,1.3,2014
Tamera Young,F,34,27.6,6.7,2.9,6.6,43.8,0.0,0.0,0.0,0.9,1.6,55.6,5.1,1.2,0.7,0.1,0.8,2014
Shenise Johnson,G,30,17.9,6.0,2.3,5.7,40.0,0.5,1.4,37.2,1.0,1.2,82.9,3.3,1.4,1.0,0.1,1.1,2014
Damiris Dantas,F,30,21.8,6.0,2.4,4.6,51.1,0.0,0.0,100.0,1.3,1.7,76.0,5.1,1.2,0.5,0.4,0.8,2014
Sugar Rodgers,G,34,16.6,6.0,2.1,6.0,35.3,0.7,2.4,28.9,1.1,1.4,73.5,2.1,1.3,0.7,0.3,1.0,2014
Stefanie Dolson,C,34,18.4,6.0,2.6,5.2,49.2,0.0,0.1,0.0,0.9,1.1,81.1,4.4,1.2,0.4,1.1,1.7,2014
Monica Wright,G,24,18.4,5.8,2.2,5.2,41.9,0.2,0.8,27.8,1.3,1.8,73.8,2.2,2.1,0.7,0.3,1.5,2014
Temeka Johnson,G,34,17.0,5.8,2.1,5.9,36.1,0.5,1.5,34.0,1.0,1.1,92.1,2.1,3.2,0.7,0.1,1.6,2014
Jordan Hooper,F,34,19.0,5.8,2.0,5.6,35.4,1.4,4.1,32.9,0.4,0.6,71.4,2.4,0.6,0.4,0.2,0.8,2014
Erin Phillips,G,33,18.7,5.8,1.9,4.5,43.5,1.1,2.4,44.9,0.8,1.0,84.4,1.6,2.2,0.7,0.0,1.2,2014
Lindsey Harding,G,31,22.7,5.7,2.3,6.8,33.3,0.2,0.7,22.7,1.1,1.4,78.6,1.8,3.2,1.0,0.0,1.5,2014
Roneeka Hodges,F,34,21.2,5.3,1.9,5.4,34.6,0.9,3.3,25.9,0.7,0.9,79.3,1.8,1.4,0.5,0.1,0.6,2014
Alex Montgomery,F,34,21.9,5.3,2.1,5.0,40.9,0.8,1.9,43.1,0.3,0.5,68.8,3.9,1.0,0.7,0.2,1.1,2014
Tan White,G,34,17.8,4.9,1.9,4.7,40.0,0.6,1.9,33.3,0.5,0.7,73.9,1.8,1.1,0.9,0.1,0.9,2014
Jayne Appel-Marinelli,C,34,24.8,4.9,2.1,3.8,53.8,0.0,0.0,100.0,0.8,1.3,60.5,7.9,2.1,0.5,0.9,1.4,2014
Jenna O'Hea,G,29,13.4,4.8,1.8,4.0,43.6,1.0,2.5,40.3,0.3,0.3,90.0,1.3,1.0,0.4,0.3,0.8,2014
Jasmine Thomas,G,34,17.5,4.8,1.8,5.6,32.3,0.4,1.4,25.5,0.9,1.2,71.4,2.1,1.6,0.5,0.1,1.1,2014
Tierra Ruffin-Pratt,G,34,16.2,4.5,1.7,4.5,38.3,0.1,0.6,25.0,0.9,1.3,70.5,2.9,1.3,0.7,0.1,0.9,2014
Aneika Henry-Morello,F,34,12.8,4.5,1.9,3.2,58.2,0.0,0.0,0.0,0.7,1.1,67.6,3.4,0.3,0.2,0.7,0.9,2014
Kelsey Griffin,F,31,19.2,4.4,1.7,5.1,32.7,0.3,1.0,26.7,0.8,1.1,70.6,5.1,0.8,1.3,0.5,0.6,2014
Devereaux Peters,F,28,18.0,4.4,1.9,4.4,44.3,0.0,0.0,0.0,0.5,0.7,73.7,3.7,1.7,0.8,1.0,1.1,2014
Mistie McCray Bass,F,34,14.5,4.4,1.7,3.4,50.9,0.0,0.0,0.0,0.9,1.4,66.7,3.2,0.5,0.5,0.4,0.7,2014
Avery Warley-Talbert,C,28,15.8,4.2,1.6,3.4,48.9,0.0,0.0,0.0,0.9,1.1,83.3,3.8,0.1,0.4,0.4,1.0,2014
Alysha Clark,F,34,16.5,4.2,1.6,3.7,44.8,0.4,1.7,24.6,0.5,0.7,69.6,2.1,0.6,0.5,0.3,0.7,2014
Tianna Hawkins,F,34,10.6,4.2,1.7,3.5,47.9,0.1,0.5,29.4,0.7,0.9,71.9,3.0,0.5,0.4,0.2,1.0,2014
Layshia Clarendon,G,29,13.7,4.2,1.7,4.2,40.2,0.2,0.7,31.6,0.6,0.8,70.8,1.4,1.2,0.4,0.0,1.0,2014
Armintie Herrington,G,34,23.2,3.9,1.7,3.6,48.0,0.0,0.0,0.0,0.5,1.0,45.7,2.8,1.9,1.5,0.2,1.0,2014
Shay Murphy,F,27,12.1,3.9,1.4,3.4,42.4,0.4,1.1,32.3,0.7,0.9,75.0,1.7,1.1,0.7,0.1,0.3,2014
Lynetta Kizer,F,31,9.1,3.8,1.7,4.0,43.1,0.0,0.0,0.0,0.4,0.7,61.9,2.4,0.1,0.3,0.3,0.8,2014
Noelle Quinn,G,32,15.1,3.8,1.4,3.8,38.0,0.3,1.0,25.8,0.7,0.8,88.0,2.5,1.3,0.5,0.1,0.6,2014
Sandrine Gruda,F,34,12.0,3.8,1.5,3.8,39.2,0.0,0.0,0.0,0.8,1.1,66.7,3.0,0.6,0.4,0.1,1.3,2014
Markeisha Gatling,F,29,11.0,3.7,1.6,2.4,64.8,0.0,0.0,0.0,0.6,0.8,72.7,2.4,0.0,0.1,0.4,0.7,2014
Maggie Lucas,G,30,10.4,3.7,1.1,3.4,33.3,0.7,2.2,30.8,0.7,0.8,95.7,0.9,0.7,0.3,0.2,0.4,2014
Shameka Christon,F,31,10.9,3.6,1.2,3.5,35.5,0.8,2.6,30.9,0.4,0.5,80.0,1.3,0.2,0.2,0.1,0.3,2014
Jennifer Lacy,F,34,10.5,3.5,1.2,3.3,36.9,0.6,1.7,32.2,0.5,0.9,58.1,1.5,0.3,0.2,0.1,0.8,2014
Sasha Goodlett,C,34,12.9,3.4,1.3,2.9,44.4,0.0,0.0,0.0,0.8,1.1,72.2,2.4,0.3,0.3,0.5,0.6,2014
Essence Carson,F,26,14.0,3.3,1.3,3.8,35.4,0.3,0.9,29.2,0.4,0.5,83.3,1.7,0.9,0.3,0.2,1.0,2014
Celine Dumerc,G,28,18.8,3.3,1.0,3.4,29.5,0.4,1.9,23.1,0.9,1.3,69.4,2.0,4.0,1.1,0.1,2.1,2014
Sydney Carter,G,23,12.5,3.2,1.0,3.5,28.8,0.2,1.0,16.7,1.0,1.3,74.2,0.9,1.3,0.3,0.1,1.4,2014
Kayla Alexander,C,33,9.0,2.8,1.0,2.3,43.4,0.0,0.0,0.0,0.8,0.9,83.9,2.0,0.2,0.1,0.3,0.7,2014
Asia Taylor,F,22,7.9,2.7,1.0,1.8,52.5,0.0,0.0,0.0,0.8,1.1,75.0,1.4,0.5,0.2,0.0,0.7,2014
Anete Jekabsone-Zogota,G,32,10.7,2.7,1.0,3.0,32.0,0.5,1.5,30.6,0.3,0.3,100.0,0.5,0.9,0.2,0.0,0.8,2014
Courtney Clements,G,33,11.4,2.7,1.1,3.0,36.4,0.1,0.7,17.4,0.4,0.4,100.0,1.7,0.7,0.4,0.1,0.4,2014
Vicki Baugh,F,33,8.1,2.5,1.0,1.7,58.9,0.0,0.0,0.0,0.5,0.7,72.7,2.9,0.2,0.3,0.2,0.5,2014
Matee Ajavon,G,24,9.2,2.2,0.6,2.3,27.8,0.0,0.4,11.1,0.9,1.2,72.4,0.8,0.7,0.5,0.0,0.9,2014
Angel Robinson,F,25,7.2,2.2,0.9,1.6,57.5,0.0,0.0,0.0,0.3,0.4,80.0,1.4,0.3,0.2,0.3,0.8,2014
Tricia Liston,G,25,7.2,2.2,0.7,1.8,40.0,0.6,1.2,46.7,0.2,0.2,66.7,1.1,0.3,0.0,0.1,0.1,2014
Nicole Powell,F,26,13.0,2.2,0.7,2.7,26.1,0.5,2.0,25.0,0.3,0.3,77.8,1.8,0.3,0.8,0.1,0.4,2014
Krystal Thomas,C,21,8.4,2.0,0.9,1.6,54.5,0.0,0.0,0.0,0.3,0.7,42.9,2.2,0.4,0.2,0.7,0.6,2014
Shanece McKinney,C,24,6.8,1.8,0.7,1.6,42.1,0.0,0.0,0.0,0.5,1.0,50.0,1.4,0.3,0.1,0.2,0.3,2014
Amanda Thompson,F,21,8.3,1.7,0.6,1.7,36.1,0.0,0.0,0.0,0.5,0.6,83.3,2.1,0.5,0.2,0.5,0.6,2014
Kayla Pedersen,F,31,10.0,1.5,0.5,1.4,37.2,0.0,0.0,0.0,0.4,0.7,61.9,2.3,0.3,0.2,0.1,0.5,2014
Kelly Faris,F,25,7.7,1.1,0.3,1.3,24.2,0.2,0.6,26.7,0.3,0.4,80.0,1.2,0.4,0.1,0.1,0.3,2014
Angel Goodrich,F,29,6.2,1.0,0.4,0.9,48.0,0.0,0.1,50.0,0.1,0.2,57.1,0.4,0.8,0.3,0.0,0.7,2014
