Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Jordan Miller G,37,0.0,11.4,4.1,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,1.3,1.6,3.6,43.3,0.2,1.0,21.1,0.8,0.9,80.0,1.4,2.6,52.1,1.134,0.46
Nicolas Batum F,78,8.0,17.5,4.0,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,2.5,1.3,3.1,43.7,1.1,2.6,43.3,0.2,0.3,81.0,0.2,0.4,45.7,1.315,0.62
MarJon Beauchamp F *,3,0.0,5.7,4.0,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,2.0,1.3,2.3,57.1,0.7,1.0,66.7,0.7,1.3,50.0,0.7,1.3,50.0,1.714,0.71
Patty Mills PG *,12,0.0,5.1,3.1,0.1,0.0,0.1,0.4,0.1,0.0,0.1,1.0,5.0,0.8,1.7,50.0,0.8,1.5,50.0,0.7,0.8,88.9,0.1,0.2,50.0,1.85,0.73
Patrick Baldwin Jr. G *,2,0.0,3.0,3.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0,1.0,inf,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5
Ben Simmons PG *,18,0.0,16.4,2.9,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,4.0,1.3,2.9,43.4,0.0,0.0,0.0,0.3,0.4,85.7,1.3,2.9,43.4,0.981,0.43
Drew Eubanks F *,24,0.0,7.4,2.7,0.8,1.6,2.4,0.4,0.1,0.3,0.4,0.7,0.9,1.1,2.0,55.1,0.0,0.0,0.0,0.5,0.6,78.6,1.1,2.0,56.3,1.327,0.55
Kai Jones PF *,28,0.0,7.4,2.2,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,1.0,0.9,1.3,72.2,0.0,0.1,0.0,0.3,0.4,75.0,0.9,1.2,76.5,1.694,0.72
Kobe Brown G,40,0.0,6.8,1.9,0.5,1.2,1.6,0.6,0.2,0.1,0.3,0.6,2.0,0.8,1.8,45.8,0.2,0.7,23.1,0.1,0.2,71.4,0.7,1.2,58.7,1.069,0.5
Trentyn Flowers F,6,0.0,4.5,1.8,0.2,0.5,0.7,0.0,0.0,0.0,0.2,0.7,0.0,0.7,1.8,36.4,0.0,0.3,0.0,0.5,0.5,100.0,0.7,1.5,44.4,1.0,0.36
Cam Christie G,13,0.0,4.5,1.4,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,3.0,0.5,1.8,29.2,0.2,1.0,15.4,0.2,0.3,50.0,0.4,0.8,45.5,0.75,0.33
Total,82,,,112.9,10.3,33.5,43.8,25.2,9.4,4.5,13.8,18.3,1.8,41.6,86.3,48.2,12.5,33.4,37.3,17.3,21.7,79.7,29.1,52.9,55.0,1.308,0.55
