Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Bria Hartley,G,25,12.2,4.2,1.4,4.5,30.4,0.4,1.8,23.9,1.0,1.4,76.5,1.2,1.6,0.5,0.0,0.8,2015
Natasha Howard,F,30,11.4,4.2,1.6,4.1,37.9,0.0,0.1,0.0,1.0,1.4,72.1,2.6,0.4,0.4,0.4,0.9,2015
Mistie McCray Bass,F,33,13.9,4.1,1.7,3.3,51.4,0.0,0.0,0.0,0.7,1.3,54.5,3.0,0.7,0.8,0.7,0.6,2015
Jamierra Faulkner,G,33,9.6,4.1,1.7,4.0,41.4,0.1,0.7,18.2,0.6,0.8,80.8,1.0,1.7,0.4,0.2,1.2,2015
Noelle Quinn,G,34,18.6,4.1,1.6,3.8,42.2,0.4,1.1,32.4,0.6,0.7,79.2,2.6,1.9,0.4,0.3,0.9,2015
Natasha Cloud,G,34,19.3,3.6,1.2,3.7,32.3,0.3,1.1,23.7,0.9,1.4,68.1,2.8,3.4,0.9,0.1,1.4,2015
Erlana Larkins,F,21,16.8,3.5,1.1,2.8,40.7,0.0,0.0,0.0,1.2,1.8,68.4,4.2,1.3,1.0,0.2,0.7,2015
Sydney Colson,G,34,15.9,3.5,1.3,3.1,41.1,0.2,0.6,31.8,0.7,1.0,68.6,1.1,2.8,0.8,0.3,1.2,2015
Jayne Appel-Marinelli,C,29,23.2,3.4,1.3,3.5,38.2,0.0,0.1,0.0,0.8,1.2,64.7,6.4,1.4,0.8,1.3,1.4,2015
Tricia Liston,G,31,12.0,3.4,1.1,2.6,42.0,0.9,2.0,42.9,0.3,0.3,100.0,1.0,0.8,0.3,0.0,0.3,2015
Amanda Zahui B.,C,31,9.7,3.4,1.3,3.5,36.1,0.4,1.2,33.3,0.5,0.6,75.0,2.4,0.3,0.2,0.6,0.6,2015
Elizabeth Williams,C,21,11.7,3.3,1.3,2.5,52.8,0.0,0.0,0.0,0.7,1.2,56.0,3.2,0.4,0.3,0.9,0.5,2015
Kayla Alexander,C,29,12.3,3.3,1.3,3.1,41.6,0.0,0.0,0.0,0.8,1.2,64.7,3.3,0.2,0.2,0.8,0.8,2015
Ally Malott,F,24,9.0,3.3,1.2,2.8,43.9,0.5,1.1,40.7,0.3,0.4,80.0,1.0,0.3,0.1,0.1,0.6,2015
Quanitra Hollingsworth,C,27,12.3,3.2,1.0,2.2,45.0,0.0,0.0,0.0,1.2,1.9,66.0,3.6,0.3,0.4,0.3,1.4,2015
Devereaux Peters,F,33,14.5,3.2,1.3,3.0,44.9,0.1,0.2,37.5,0.4,0.5,86.7,3.4,0.8,0.2,0.9,0.9,2015
Angel Goodrich,F,23,15.8,3.0,1.3,3.3,40.8,0.1,0.4,30.0,0.2,0.4,50.0,1.7,3.0,0.6,0.0,1.2,2015
Kayla Pedersen,F,33,15.5,2.9,1.2,2.7,43.3,0.0,0.0,0.0,0.6,0.7,82.6,2.6,1.2,0.7,0.2,0.6,2015
Kelly Faris,F,32,14.5,2.9,1.0,2.6,38.1,0.3,0.9,31.0,0.7,0.8,77.8,1.7,1.0,0.4,0.1,0.5,2015
Betnijah Laney-Hamilton,F,32,12.8,2.9,1.2,3.1,39.4,0.0,0.2,0.0,0.5,0.7,69.6,2.1,0.6,0.5,0.2,0.6,2015
Candice Wiggins,G,32,12.9,2.8,0.9,2.8,31.8,0.6,1.6,39.2,0.4,0.6,68.4,1.9,0.8,0.4,0.1,1.0,2015
Jeanette Pohlen-Mavunga,G,26,10.0,2.4,0.8,2.0,40.4,0.6,1.5,39.5,0.2,0.3,75.0,0.8,0.6,0.5,0.0,0.4,2015
Cheyenne Parker-Tyus,F,30,9.3,2.2,0.9,2.3,40.0,0.0,0.0,0.0,0.3,0.9,38.5,2.5,0.2,0.2,0.7,0.5,2015
Alex Harden,G,32,12.2,2.1,0.8,2.8,27.0,0.2,0.7,26.1,0.4,0.4,92.3,1.4,0.9,0.7,0.4,0.9,2015
Sydney Carter,G,26,11.3,2.0,0.6,2.8,20.8,0.2,1.2,16.7,0.6,0.8,80.0,0.9,1.2,0.3,0.1,0.6,2015
Samantha Logic,G,23,13.9,2.0,0.7,2.8,26.6,0.2,1.0,21.7,0.3,0.3,85.7,1.5,1.3,0.3,0.3,1.0,2015
Theresa Plaisance,F,25,8.2,1.9,0.6,2.3,28.1,0.3,1.0,32.0,0.3,0.4,70.0,1.9,0.2,0.2,0.2,0.1,2015
Armintie Herrington,G,25,10.4,1.7,0.7,1.7,41.9,0.0,0.0,0.0,0.2,0.6,40.0,1.8,1.1,0.5,0.0,0.6,2015
Jennifer Hamson,C,25,6.5,1.6,0.6,1.2,55.2,0.0,0.0,0.0,0.3,1.2,27.6,1.5,0.2,0.2,0.5,0.2,2015
Avery Warley-Talbert,C,26,6.9,1.5,0.5,1.4,35.1,0.0,0.0,0.0,0.5,0.7,66.7,2.7,0.2,0.3,0.1,0.8,2015
